pk,latitude,longitude,streetAddress
838470,46.234781607855,6.124081238597,"Rte de Ferney 194A, 1218 Le Grand-Saconnex, Switzerland"
838471,46.234781607855,6.124081238597,"Rte de Ferney 194A, 1218 Le Grand-Saconnex, Switzerland"
838473,46.234781607855,6.124081238597,"Rte de Ferney 194A, 1218 Le Grand-Saconnex, Switzerland"
838474,46.234781607855,6.124081238597,"Rte de Ferney 194A, 1218 Le Grand-Saconnex, Switzerland"
838475,46.234781607855,6.124081238597,"Rte de Ferney 194A, 1218 Le Grand-Saconnex, Switzerland"
838476,46.234781607855,6.124081238597,"Rte de Ferney 194A, 1218 Le Grand-Saconnex, Switzerland"
838477,46.234781607855,6.124081238597,"Rte de Ferney 194A, 1218 Le Grand-Saconnex, Switzerland"
838478,46.234781607855,6.124081238597,"Rte de Ferney 194A, 1218 Le Grand-Saconnex, Switzerland"
838479,46.234781607855,6.124081238597,"Rte de Ferney 194A, 1218 Le Grand-Saconnex, Switzerland"
838612,46.205031608856,6.127951230595,"Rue de Saint-Jean 25, 1203 Genève, Switzerland"
838613,46.205031608856,6.127951230595,"Rue de Saint-Jean 25, 1203 Genève, Switzerland"
838619,46.205031608856,6.127951230595,"Rue de Saint-Jean 25, 1203 Genève, Switzerland"
838620,46.205031608856,6.127951230595,"Rue de Saint-Jean 25, 1203 Genève, Switzerland"
838621,46.205031608856,6.127951230595,"Rue de Saint-Jean 25, 1203 Genève, Switzerland"
838622,46.205031608856,6.127951230595,"Rue de Saint-Jean 25, 1203 Genève, Switzerland"
838624,46.205031608856,6.127951230595,"Rue de Saint-Jean 25, 1203 Genève, Switzerland"
838625,46.205031608856,6.127951230595,"Rue de Saint-Jean 25, 1203 Genève, Switzerland"
838626,46.203811606854,6.168571237599,"Rte de Frontenex 71, 1208 Genève, Switzerland"
838631,46.234781607855,6.124081238597,"Rte de Ferney 194A, 1218 Le Grand-Saconnex, Switzerland"
838632,46.234781607855,6.124081238597,"Rte de Ferney 194A, 1218 Le Grand-Saconnex, Switzerland"
838637,46.220131603859,6.127821234599,"Rue de Moillebeau 3A, 1209 Genève, Switzerland"
838638,46.220131603859,6.127821234599,"Rue de Moillebeau 3A, 1209 Genève, Switzerland"
838639,46.220131603859,6.127821234599,"Rue de Moillebeau 3A, 1209 Genève, Switzerland"
838680,46.250401609857,6.948641233591,"Rue de Venise 12A, 1870 Monthey, Switzerland"
838694,47.308151604852,8.049781230591,"Aeschermattweg 2, 5040 Schöftland, Switzerland"
838695,47.319711600858,7.787321234598,"Schmittenstrasse 2, 4622 Egerkingen, Switzerland"
838870,47.450131606854,8.327541234591,"Zürcherstrasse 113, 5432 Neuenhof, Switzerland"
838875,46.789991606854,7.215011233591,"Schwandholzstrasse 26, 1717 St. Ursen, Switzerland"
839440,47.524931609857,7.572771236595,"Baslerstrasse 28, 4103 Bottmingen, Switzerland"
839594,46.548721609857,6.582521234593,"Place des Berges 3, 1023 Crissier, Switzerland"
839601,46.549351609857,6.582511234598,"Chemin des Sous-Bois 5, 1023 Crissier, Switzerland"
839872,47.058841603859,8.250071234592,"3752+G2 Lucerne, Switzerland"
839876,46.979361604852,7.491591234596,"Stampachgasse 6, 3065 Bolligen, Switzerland"
839896,46.785331600858,7.090961230595,"Rte de la Fenetta 1, 1753 Matran, Switzerland"
839968,46.949111604851,7.409461234598,"Murtenstrasse 143D, 3008 Bern, Switzerland"
840000,46.290601608856,6.166371234597,"Rte de Suisse 160, 1290 Versoix, Switzerland"
840246,47.556201604852,7.619621234599,"Zwinglistrasse 9, 4127 Birsfelden, Switzerland"
840280,47.359011604852,8.552471237597,"Blumenweg 17, 8008 Zürich, Switzerland"
840744,46.213841606854,6.142631234593,"Rue de Montbrillant 38, 1201 Genève, Switzerland"
840791,46.213841606854,6.142631234593,"Rue de Montbrillant 38, 1201 Genève, Switzerland"
840803,47.387291605853,8.120381234594,"Hauptstrasse 48, 5502 Hunzenschwil, Switzerland"
840867,47.678761600858,8.625531239595,"Victor von Bruns-Strasse 19, 8212 Neuhausen am Rheinfall, Switzerland"
840881,46.881601606854,8.642891237596,"Bahnhofstrasse 1, 6460 Altdorf, Switzerland"
840896,46.809551604851,7.158071239593,"Rue de Morat 45, 1700 Fribourg, Switzerland"
841005,46.786241606854,7.127601234599,"Rte de la Glâne 161, 1752 Villars-sur-Glâne, Switzerland"
841234,46.046861603851,8.900471234599,"Stradón da Rós 27, 6939 Arosio, Switzerland"
841255,46.522901609857,6.611341234597,"Av. de Provence 4, 1007 Lausanne, Switzerland"
841290,47.396321606854,8.604131234597,"Ringwiesenstrasse 4, 8600 Dübendorf, Switzerland"
841342,47.552621603859,7.545561234592,"Baslerstrasse 103, 4123 Allschwil, Switzerland"
841346,47.552621603859,7.545561234592,"Baslerstrasse 103, 4123 Allschwil, Switzerland"
841371,47.103581603859,6.830981234597,"Rue Neuve 8, 2300 La Chaux-de-Fonds, Switzerland"
841374,47.102861609857,6.832001234597,"Rue du Grenier 5, 2300 La Chaux-de-Fonds, Switzerland"
841380,47.063571604851,6.761501238593,"Rue Girardet 21, 2400 Le Locle, Switzerland"
841381,47.063571604851,6.761501238593,"Rue Girardet 21, 2400 Le Locle, Switzerland"
841390,47.105121604851,6.831501234599,"Rue du Puits 4, 2300 La Chaux-de-Fonds, Switzerland"
841393,47.111041607855,6.833431234593,"Rue des Terreaux 2, 2300 La Chaux-de-Fonds, Switzerland"
841397,47.105951605853,6.831761234596,"Rue de l'Industrie 12, 2300 La Chaux-de-Fonds, Switzerland"
841401,47.104021608856,6.832481237597,"Rue de la Cure 2, 2300 La Chaux-de-Fonds, Switzerland"
841407,47.079801609857,6.787651234599,"Crêt-du-Locle 5D, 2322 La Chaux-de-Fonds, Switzerland"
841408,47.079801609857,6.787651234599,"Crêt-du-Locle 5D, 2322 La Chaux-de-Fonds, Switzerland"
841409,47.079801609857,6.787651234599,"Crêt-du-Locle 5D, 2322 La Chaux-de-Fonds, Switzerland"
841431,47.055661609857,6.742001234596,"Rue des Billodes 26, 2400 Le Locle, Switzerland"
841678,47.483701604851,7.741941234593,"12 31, 4410 Liestal, Switzerland"
841911,46.169021600858,8.795101235591,"Piazza grande 13, 6600 Locarno, Switzerland"
841981,46.112741609857,7.065951234591,"Rue du Praillon 1, 1920 Martigny, Switzerland"
842210,47.556811607855,7.587291238597,"Postfach 810, Rümelinspl., 4001 Basel, Switzerland"
842224,47.146911605853,8.439811234592,"Blegi 3, 6343 Rotkreuz, Switzerland"
842491,47.187001604852,8.521451234594,"Zugerstrasse 49, 6340 Baar, Switzerland"
842513,47.187001604852,8.521451234594,"Zugerstrasse 49, 6340 Baar, Switzerland"
842518,47.187001604852,8.521451234594,"Zugerstrasse 49, 6340 Baar, Switzerland"
842523,47.187001604852,8.521451234594,"Zugerstrasse 49, 6340 Baar, Switzerland"
842528,47.187001604852,8.521451234594,"Zugerstrasse 49, 6340 Baar, Switzerland"
842534,47.187001604852,8.521451234594,"Zugerstrasse 49, 6340 Baar, Switzerland"
842563,47.377771600858,9.539891238594,"Marktgasse 17, 9450 Altstätten, Switzerland"
842568,47.491891609857,7.610171236596,"Bahnhofstrasse 1, 4144 Arlesheim, Switzerland"
842619,47.316041606854,8.520901234599,"Soodring 36, 8134 Adliswil, Switzerland"
842741,47.378121609857,8.527491236591,"Dienerstrasse 33, 8004 Zürich, Switzerland"
842750,47.489641605853,7.528541234592,"FGRH+7V Aussichtspunkt Witterswil, 4108 Witterswil, Switzerland"
842852,46.964071605853,7.374871235592,"Kappelenring 26C, 3032 Hinterkappelen, Switzerland"
842991,46.514821603859,6.502621235594,"Rue de Lausanne 29, 1110 Morges, Switzerland"
842993,46.527631606854,6.529221234591,"Rte de Denges 28, 1027 Lonay, Switzerland"
842994,46.527631606854,6.529221234591,"Rte de Denges 28, 1027 Lonay, Switzerland"
843197,46.105531604852,7.078291234591,"Av. de la Gare 45, 1920 Martigny, Switzerland"
843207,47.550441605853,7.582911235594,"Birsigstrasse 50, 4054 Basel, Switzerland"
843255,47.216261604852,7.796401239599,"Waldhofstrasse 24, 4900 Langenthal, Switzerland"
843383,46.198511605853,9.029281230591,"Viale Officina 18, 6500 Bellinzona, Switzerland"
843387,46.198691608856,9.029451234594,"Viale Officina 17, 6500 Bellinzona, Switzerland"
843426,46.198681604851,9.029081234592,"Via alla Moderna 3, 6500 Bellinzona, Switzerland"
843433,46.198681604851,9.029081234592,"Via alla Moderna 3, 6500 Bellinzona, Switzerland"
843615,47.386161600858,8.526021235598,"Albertstrasse 7, 8005 Zürich, Switzerland"
843617,47.386161600858,8.526021235598,"Albertstrasse 7, 8005 Zürich, Switzerland"
843618,47.386161600858,8.526021235598,"Albertstrasse 7, 8005 Zürich, Switzerland"
843626,46.941081604851,7.785041234591,"Kirchgasse 2, 3550 Langnau im Emmental, Switzerland"
843639,47.369601604852,8.533341234595,"Brandschenkestrasse 10, 8001 Zürich, Switzerland"
843640,47.369601604852,8.533341234595,"Brandschenkestrasse 10, 8001 Zürich, Switzerland"
843642,47.369601604852,8.533341234595,"Brandschenkestrasse 10, 8001 Zürich, Switzerland"
843643,47.369601604852,8.533341234595,"Brandschenkestrasse 10, 8001 Zürich, Switzerland"
843657,47.369601604852,8.533341234595,"Brandschenkestrasse 10, 8001 Zürich, Switzerland"
843738,46.781751600858,7.608721234597,"Stationsweg 5, 3627 Heimberg, Switzerland"
843791,47.546261600858,7.586061234597,"Güterstrasse 97, 4053 Basel, Switzerland"
844046,47.184551603851,8.521891234591,"Industriestrasse 64, 6300 Zug, Switzerland"
844048,47.435751604852,8.568931237592,"Müllackerstrasse 27, 8152 Opfikon, Switzerland"
844051,47.549971605853,7.605941234593,"Hardstrasse 85, 4052 Basel, Switzerland"
844490,47.499731606854,8.753111234596,"Sulzerallee 2, 8404 Winterthur, Switzerland"
844500,47.499731606854,8.753111234596,"Sulzerallee 2, 8404 Winterthur, Switzerland"
845008,46.962251604851,7.480621234597,"Milchstrasse 1, 3072 Ostermundigen, Switzerland"
845024,47.479451607855,7.603471234594,"Dornacherstrasse 99, 4147 Aesch, Switzerland"
845272,46.987271606854,6.896701234596,"Rue de la Cité 2, 2034 Peseux, Switzerland"
845310,47.558481600858,7.586851233594,"Schneidergasse 1, 4051 Basel, Switzerland"
845325,46.806341603851,6.641871230595,"Grandson, 1422 Grandson, Switzerland"
845367,47.516521608856,7.561091234599,"Bottmingerstrasse 62, 4104 Oberwil, Switzerland"
845664,47.074031609857,7.305921234591,"Hirschenpl. 4, 3250 Lyss, Switzerland"
845686,47.368941604851,8.770321234595,"Witzbergstrasse 25, 8330 Pfäffikon, Switzerland"
845739,47.040551605853,9.435371235593,"Pizol-Zentrum, Grossfeldstrasse 63, 8887 Mels, Switzerland"
845921,46.964501607855,6.858561239593,"Rue Basse 34, 2013 Colombier, Switzerland"
845922,47.060101600858,6.751601235597,"Crêt-Vaillant 29, 2400 Le Locle, Switzerland"
846044,47.374331608856,8.538261234595,"Bahnhofstrasse 71, 8001 Zürich, Switzerland"
846045,47.374331608856,8.538261234595,"Bahnhofstrasse 71, 8001 Zürich, Switzerland"
846081,47.579311604852,7.597221234596,"Hochbergerstrasse 60F, 4057 Basel, Switzerland"
846123,46.713471603851,6.378901234597,"Rue Louis Ruchonnet 32, 1337 Vallorbe, Switzerland"
846159,47.257001607855,8.174631234597,"Alzbachstrasse 27, 5734 Reinach, Switzerland"
846206,47.542171605853,8.787631239593,"Aergetenweg 4, 8545 Rickenbach Sulz, Switzerland"
846216,46.442881609857,6.891981234594,"Av. Jean-Jacques Rousseau 24, 1815 Clarens, Switzerland"
846235,47.257001607855,8.174631234597,"Alzbachstrasse 27, 5734 Reinach, Switzerland"
846264,47.256391608856,8.705721234597,"Allenbergstrasse 11, 8708 Männedorf, Switzerland"
846265,47.166781604852,9.476041234593,"Bahnhofstrasse 18, 9470 Buchs, Switzerland"
846294,46.905931604851,9.436611234594,"Langgasse 40, 7315 Vättis, Switzerland"
846437,47.499731606854,8.753111234596,"Sulzerallee 2, 8404 Winterthur, Switzerland"
846722,46.551591600858,6.550261234598,"Chem. des Jonchets 10, 1030 Bussigny, Switzerland"
846728,47.368751609857,8.505241234598,"Küngenmatt 40, 8055 Zürich, Switzerland"
846738,46.995611603859,8.605961239597,"Föhneneichstrasse 1, 6440 Brunnen SZ, Switzerland"
846773,46.186031603851,9.014321234598,"Via Franco Zorzi 25A, 6500 Bellinzona, Switzerland"
846852,47.372251608856,8.500631234597,"Im Sträler 3, 8047 Zürich, Switzerland"
846853,47.372251608856,8.500631234597,"Im Sträler 3, 8047 Zürich, Switzerland"
846894,46.169601607855,8.796011236594,"Piazza grande 12, 6600 Locarno, Switzerland"
846898,47.050951603859,6.739621239596,"Rue des Jeanneret 45, 2400 Le Locle, Switzerland"
846899,47.050951603859,6.739621239596,"Rue des Jeanneret 45, 2400 Le Locle, Switzerland"
846900,47.050951603859,6.739621239596,"Rue des Jeanneret 45, 2400 Le Locle, Switzerland"
846901,47.050951603859,6.739621239596,"Rue des Jeanneret 45, 2400 Le Locle, Switzerland"
846903,47.050871605853,6.739491234598,"Rue des Jeanneret 47, 2400 Le Locle, Switzerland"
846904,47.060361600858,6.756751238597,"Chem. de la Malakoff 22, 2400 Le Locle, Switzerland"
846916,46.169601607855,8.796011236594,"Piazza grande 12, 6600 Locarno, Switzerland"
846919,46.169601607855,8.796011236594,"Piazza grande 12, 6600 Locarno, Switzerland"
846923,46.677911608856,6.906451230591,"Rte de Raboud 9, 1680 Romont, Switzerland"
846931,46.941081604851,7.785041234591,"Kirchgasse 2, 3550 Langnau im Emmental, Switzerland"
846967,47.414701600858,8.165121234597,"Lenzburgerstrasse 1, 5103 Möriken-Wildegg, Switzerland"
846970,47.419981606854,9.371131234596,"Wassergasse 50/52, 9000 St. Gallen, Switzerland"
846997,47.366581605853,8.558171234591,"Klosbachstrasse 50, 8032 Zürich, Switzerland"
847013,47.552281608856,7.611211235596,"Magnolienpark 5, 4052 Basel, Switzerland"
847014,47.522761607855,7.618021234594,"Baselstrasse 71, 4142 Münchenstein, Switzerland"
847015,47.551851604851,7.607861234595,"Gellertstrasse 22, 4052 Basel, Switzerland"
847218,47.306121605853,9.086211234595,"Hofjüngerstrasse 26, 9630 Wattwil, Switzerland"
847220,47.273681600858,8.625671234591,"General-Wille-Strasse 296, 8706 Meilen, Switzerland"
847496,47.392681603859,8.053751234594,"Bahnhofstrasse 96, 5000 Aarau, Switzerland"
847832,46.169601607855,8.796011236594,"Piazza grande 12, 6600 Locarno, Switzerland"
847836,46.169601607855,8.796011236594,"Piazza grande 12, 6600 Locarno, Switzerland"
847868,47.364711603851,8.515941234596,"Binzallee 20, 8055 Zürich, Switzerland"
848410,47.687521607855,8.753541234595,"Bahnhofstrasse 27, 8253 Diessenhofen, Switzerland"
848475,47.422551603859,7.073881234597,"Chem. des Cras 64, 2900 Porrentruy, Switzerland"
848718,46.008961605853,8.962171234592,"Via al Chioso 10, 6900 Lugano, Switzerland"
849097,47.356961604851,8.573011238592,"Forchstrasse 284, 8008 Zürich, Switzerland"
849098,47.356961604851,8.573011238592,"Forchstrasse 284, 8008 Zürich, Switzerland"
849099,47.356961604851,8.573011238592,"Forchstrasse 284, 8008 Zürich, Switzerland"
849100,47.356961604851,8.573011238592,"Forchstrasse 284, 8008 Zürich, Switzerland"
849115,47.356961604851,8.573011238592,"Forchstrasse 284, 8008 Zürich, Switzerland"
849331,47.474571606854,8.224051234598,"Breitacker 6a, 5210 Windisch, Switzerland"
849352,47.474571606854,8.224051234598,"Breitacker 6a, 5210 Windisch, Switzerland"
849392,47.550931607855,7.593561234591,"Historisches Seminar, Aeschengraben 12, 4051 Basel, Switzerland"
849468,47.073851609857,8.329631234591,"Schachenweidstrasse 105, 6030 Ebikon, Switzerland"
849471,47.559601609857,7.587291234592,"Marktgasse 8, 4051 Basel, Switzerland"
849501,47.554071606854,7.539531234593,"Burgfeldermattweg 15, 4123 Allschwil, Switzerland"
849531,46.168321605853,6.102871234591,"Rte de la Galaise 32, 1228 Plan-les-Ouates, Switzerland"
849608,46.517901607855,6.645481234591,"Av. du Tribunal-Fédéral 36, 1005 Lausanne, Switzerland"
849642,47.439081609857,9.420121234594,"Schachenstrasse 7, 9016 St. Gallen, Switzerland"
849801,47.494091604851,7.588561234597,"Mitteldorfstrasse 4, 4153 Reinach, Switzerland"
849802,47.550931607855,7.593561234591,"Historisches Seminar, Aeschengraben 12, 4051 Basel, Switzerland"
849812,47.453311605853,9.631831234598,"Hauptstrasse 99, 9430 St. Margrethen, Switzerland"
849943,45.852251600858,9.016671234597,"Via Giuseppe Cereghetti 8, 6834 Morbio Inferiore, Switzerland"
850001,47.423201603859,9.374011234592,"Oberer Graben 22, 9000 St. Gallen, Switzerland"
850061,47.481901604852,8.208551234591,"Neumarktpl. 2b, 5200 Brugg, Switzerland"
850085,47.257321600858,8.175531234597,"Alzbachstrasse 23, 5734 Reinach, Switzerland"
850281,47.432621604851,9.400051234598,"Krontalstrasse 12, 9000 St. Gallen, Switzerland"
850412,46.518411607855,6.543031234595,"Rue Daniel-Jeanrichard 32, 2400 Le Locle, Switzerland"
850537,47.478651604852,7.601771234595,"Im Gwidem 13, 4147 Aesch, Switzerland"
850601,47.541161605853,7.533231230598,"Mühlemattweg 37, 4123 Allschwil, Switzerland"
850638,47.472141608856,9.485081234597,"Eichenstrasse 8, 9404 Rorschacherberg, Switzerland"
850679,46.781141600858,7.404211234595,"Pfadern 485C, 3154 Rüschegg Heubach, Switzerland"
850939,47.312261604852,8.720691234592,"Otmarweg 2, 8617 Mönchaltorf, Switzerland"
851028,47.576841608856,8.237001236599,"Gewerbestrasse 115, 5314 Böttstein, Switzerland"
851133,47.559261609857,7.588321235597,"Eisengasse 9, 4051 Basel, Switzerland"
851239,47.056281609857,6.747751236599,"Rue Bournot 33, 2400 Le Locle, Switzerland"
851305,46.878271603851,7.031981234594,"Rte de Villars-le-Grand 17, 1580 Avenches, Switzerland"
851313,46.214291607855,6.148121234593,"Rue Jean-Charles Amat 7, 1202 Genève, Switzerland"
851421,46.250251606854,7.001621233594,"Rte du Grand-Saint-Bernard 17, 1880 Bex, Switzerland"
851539,47.381631603851,8.672391234593,"Hofwiesenstrasse 4, 8604 Volketswil, Switzerland"
851545,46.768761603859,6.642571235599,"Av. Pierre-de-Savoie 55, 1400 Yverdon-les-Bains, Switzerland"
851602,46.801171600858,7.130771234599,"Rte de Villars-Vert 38, 1752 Villars-sur-Glâne, Switzerland"
851712,47.442451607855,9.392591230592,"Waldstrasse 5, 9008 St. Gallen, Switzerland"
851770,47.522421603851,7.618971235599,"Zollweidenstrasse 13, 4142 Münchenstein, Switzerland"
851936,46.837771603851,9.465571234599,"Via la Val 1, 7013 Domat/Ems, Switzerland"
852251,46.795901604851,7.153411234593,"Rue de l'Industrie 5, 1700 Fribourg, Switzerland"
852446,46.977501600858,7.493241234595,"Lutertalstrasse 65, 3065 Bolligen, Switzerland"
852455,46.168321605853,6.102871234591,"Rte de la Galaise 32, 1228 Plan-les-Ouates, Switzerland"
852538,46.935041607855,7.481211239598,"Thunstrasse 33, 3074 Muri bei Bern, Switzerland"
852777,47.424111603859,8.364181234599,"Langäckerstrasse 15, 8957 Spreitenbach, Switzerland"
852992,47.699501604851,8.651231234591,"Stauffacherstrasse 36, 8200 Schaffhausen, Switzerland"
853158,46.537001608856,6.601571234591,"Rte de Cossonay 55, 1008 Prilly, Switzerland"
853208,46.212451603851,6.146151234591,"Rue de la Navigation 25, 1201 Genève, Switzerland"
853678,46.382181604851,6.233961234598,"Av. Reverdil 4, 1260 Nyon, Switzerland"
853692,46.382181604851,6.233961234598,"Av. Reverdil 4, 1260 Nyon, Switzerland"
853694,46.382181604851,6.233961234598,"Av. Reverdil 4, 1260 Nyon, Switzerland"
853786,47.642021606854,9.195721237591,"Bleichestrasse 15, 8280 Kreuzlingen, Switzerland"
854036,47.417821600858,9.350211235596,"Zürcherstrasse 68A, 9000 St. Gallen, Switzerland"
854378,47.396321606854,8.604131234597,"Ringwiesenstrasse 4, 8600 Dübendorf, Switzerland"
854390,47.396321606854,8.604131234597,"Ringwiesenstrasse 4, 8600 Dübendorf, Switzerland"
854434,47.396321606854,8.604131234597,"Ringwiesenstrasse 4, 8600 Dübendorf, Switzerland"
854487,46.837771603851,9.465571234599,"Via la Val 1, 7013 Domat/Ems, Switzerland"
854488,46.837771603851,9.465571234599,"Via la Val 1, 7013 Domat/Ems, Switzerland"
854762,47.254221600858,7.767411234599,"Steinfeldstrasse 24, 4911 Schwarzhäusern, Switzerland"
855191,47.556811607855,7.587291238597,"Postfach 810, Rümelinspl., 4001 Basel, Switzerland"
855612,47.580111608856,7.596911234594,"Hochbergerstrasse 70, 4057 Basel, Switzerland"
855651,47.477141604851,7.735691230594,"Froburgstrasse 1, 4410 Liestal, Switzerland"
855784,47.395221609857,8.601781234594,"Stettbachstrasse 6, 8600 Dübendorf, Switzerland"
855954,46.238781604852,6.080711234596,"Rue des Lattes 25, 1217 Meyrin, Switzerland"
855978,46.741601607855,7.289441235598,"Sellenweg 36, 1716 Plaffeien, Switzerland"
855986,46.224721604852,7.334601234594,"Av. Maurice-Troillet 95, 1950 Sion, Switzerland"
856220,46.205831608856,6.129481230597,"Rue Daubin 4, 1203 Genève, Switzerland"
856677,47.422771604851,8.690381234596,"Moosburgstrasse 17, 8307 Illnau-Effretikon, Switzerland"
856693,47.212371607855,7.789061230595,"Marktgasse 14, 4900 Langenthal, Switzerland"
856808,47.284761609857,8.563351233594,"Schützenstrasse 1, 8800 Thalwil, Switzerland"
857371,47.172081605853,9.454731230599,"Spitalstrasse 58, 9472 Grabs, Switzerland"
857435,47.474351603859,7.745281234595,"Ramlinsburgerstrasse 4, 4415 Lausen, Switzerland"
857473,47.179451600858,7.068341234594,"Les Trois-Bornes 7, 2608 Courtelary, Switzerland"
857578,46.233141603859,6.079421235599,"Av. François-Besson 1, 1217 Meyrin, Switzerland"
857620,46.537791605853,6.582031234594,"Rue Neuve 10, 1020 Renens, Switzerland"
857659,47.548961603859,7.555461235596,"Steinbühlweg 70, 4123 Allschwil, Switzerland"
857678,47.504201607855,7.713331234591,"Prattlerstrasse 10, 4402 Frenkendorf, Switzerland"
857703,47.399341605853,8.606711230597,"Rietwiesenstrasse 3, 8600 Dübendorf, Switzerland"
857867,47.210161609857,7.788011234595,"Marktgasse 35, 4900 Langenthal, Switzerland"
858045,47.477711603859,8.197071234592,"Im Hegel 5, 5200 Brugg, Switzerland"
858183,47.187831604852,8.459751234598,"Knonauerstrasse 54, 6330 Cham, Switzerland"
858356,47.439301605853,9.392151235592,"Storchenstrasse 2, 9008 St. Gallen, Switzerland"
858771,47.556811607855,7.587291238597,"Postfach 810, Rümelinspl., 4001 Basel, Switzerland"
858772,46.014811600858,8.959221230592,"Via Pier Francesco Mola 6, 6900 Lugano, Switzerland"
858827,47.515791608856,7.558831234594,"Bottmingerstrasse 75, 4104 Oberwil, Switzerland"
859028,46.160361604851,8.800951234597,"Via Alla Lanca Degli Stornazzi 6A, 6600 Locarno, Switzerland"
859063,46.213841606854,6.142631234593,"Rue de Montbrillant 38, 1201 Genève, Switzerland"
859307,47.557731603859,7.554121234599,"Baselmattweg 139, 4123 Allschwil, Switzerland"
859352,47.569381604852,7.589121234594,"Offenburgerstrasse 47, 4057 Basel, Switzerland"
859548,47.386581604852,9.277921233598,"Gossauerstrasse 10, 9100 Herisau, Switzerland"
859592,47.422961605853,8.409021234596,"Poststrasse 11, 8954 Geroldswil, Switzerland"
860189,46.207481608856,6.125041234595,"Av. d'Aïre 7, 1203 Genève, Switzerland"
860245,47.537951604852,7.570991234598,"Paradiesstrasse 1, 4102 Binningen, Switzerland"
860399,47.675541607855,8.605091234596,"Rundbuckstrasse 2, 8212 Neuhausen am Rheinfall, Switzerland"
860442,47.485291600858,8.762571235591,"Hinterdorfstrasse 40, 8405 Winterthur, Switzerland"
860478,46.214291607855,6.148121234593,"Rue Jean-Charles Amat 7, 1202 Genève, Switzerland"
860687,47.522291605853,7.692141236597,"Bahnhofstrasse 1, 4133 Pratteln, Switzerland"
860731,47.479001609857,7.601881234595,"Im Gwidem 7, 4147 Aesch, Switzerland"
860734,47.393771604851,8.529231234591,"Scheffelstrasse 3, 8037 Zürich, Switzerland"
861218,47.459201608856,9.386621234591,"Obstgartenstrasse 8, 9300 Wittenbach, Switzerland"
861673,46.944201609857,7.425481234592,"Konsumstrasse 13, 3007 Bern, Switzerland"
862117,47.556811607855,7.587291238597,"Postfach 810, Rümelinspl., 4001 Basel, Switzerland"
862355,47.434581603851,8.562931237593,"Fabrikstrasse 36, 8152 Opfikon, Switzerland"
863178,46.204261605853,6.128751234592,"Rue de Saint-Jean 30A, 1203 Genève, Switzerland"
863243,46.234261604852,7.240591238597,"66MR+P6 Ardon, Switzerland"
863245,46.234261609857,7.240561237594,"66MR+P6 Ardon, Switzerland"
863254,46.234281603851,7.240431234596,"66MR+P5 Ardon, Switzerland"
863256,46.234301603851,7.240481234597,"66MR+P5 Ardon, Switzerland"
863261,46.234211608856,7.240501234594,"66MR+M6 Ardon, Switzerland"
863262,46.234291600858,7.240551236594,"66MR+P6 Ardon, Switzerland"
863266,46.234161609857,7.240521234596,"66MR+M6 Ardon, Switzerland"
863268,46.234261603859,7.240601234595,"66MR+P6 Ardon, Switzerland"
863272,46.234211600858,7.240581234597,"66MR+M6 Ardon, Switzerland"
863273,46.234291603859,7.240471230593,"66MR+P5 Ardon, Switzerland"
863274,46.234281604852,7.240441233594,"66MR+P5 Ardon, Switzerland"
863277,46.234251609857,7.240461234595,"66MR+P5 Ardon, Switzerland"
863278,46.234251600858,7.240571234591,"66MR+P6 Ardon, Switzerland"
863279,46.234241608856,7.240441234593,"66MR+M5 Ardon, Switzerland"
863280,46.234261605853,7.240481237591,"66MR+P5 Ardon, Switzerland"
863282,46.234261604852,7.240571235598,"66MR+P6 Ardon, Switzerland"
863283,46.234251604851,7.240571234596,"66MR+P6 Ardon, Switzerland"
863287,46.234261608856,7.240481234597,"66MR+P5 Ardon, Switzerland"
863288,46.234271600858,7.240561235596,"66MR+P6 Ardon, Switzerland"
863290,46.234201604852,7.240461239591,"66MR+M5 Ardon, Switzerland"
863291,46.234171609857,7.240531238594,"66MR+M6 Ardon, Switzerland"
863292,46.234231603859,7.240461237591,"66MR+M5 Ardon, Switzerland"
863293,46.234271603851,7.240561234599,"66MR+P6 Ardon, Switzerland"
863294,46.197791604851,7.175271235599,"Rte des Bains 25, 1911 Leytron, Switzerland"
863295,46.197761603859,7.175231234591,"Rte des Bains 152, 1911 Leytron, Switzerland"
863296,46.234241606854,7.240541234596,"66MR+M6 Ardon, Switzerland"
863297,46.234281603859,7.240461234597,"66MR+P5 Ardon, Switzerland"
863298,46.234241603851,7.240471233595,"66MR+M5 Ardon, Switzerland"
863299,46.234241608856,7.240581234591,"66MR+M6 Ardon, Switzerland"
863301,46.234231604852,7.240581235593,"66MR+M6 Ardon, Switzerland"
863302,46.234211604852,7.240551238598,"66MR+M6 Ardon, Switzerland"
863304,46.234211600858,7.240581235598,"66MR+M6 Ardon, Switzerland"
863305,46.234251607855,7.240631234599,"66MR+P7 Ardon, Switzerland"
863309,46.234261603859,7.240621238598,"66MR+P6 Ardon, Switzerland"
863614,47.350221606854,7.955351234591,"Bodenackerstrasse 69, 4657 Dulliken, Switzerland"
863617,47.551351608856,7.545811234592,"Feldstrasse 43, 4123 Allschwil, Switzerland"
863657,47.399881605853,7.540151235597,"Mittelstrasse 59, 4227 Büsserach, Switzerland"
863677,47.131861604851,7.251611234594,"Alfred-Aebi-Strasse 92, 2503 Biel, Switzerland"
863678,47.156251603851,8.514101234597,"Fridbach 1, 6300 Zug, Switzerland"
