Abbaus, -0.058
Abbaues, -0.058
Abbauen, -0.058
Abbaue, -0.058
Abbauten, -0.058
Abbruches, -0.0048
Abbrüche, -0.0048
Abbruchs, -0.0048
Abbrüchen, -0.0048
Abbruche, -0.0048
Abdankungen, -0.0048
Abdämpfungen, -0.0048
Abfalles, -0.0048
Abfälle, -0.0048
Abfalls, -0.0048
Abfällen, -0.0048
Abfalle, -0.0048
Abfuhren, -0.3367
Abgründe, -0.3465
Abgrunde, -0.3465
Abgrundes, -0.3465
Abgrunds, -0.3465
Abgründen, -0.3465
Abhängigkeiten, -0.3653
Ablehnungen, -0.5118
Ablenkungen, -0.0435
Abnahmen, -0.0048
Abneigungen, -0.0048
Abnutzungen, -0.0048
Abrisse, -0.0048
Abrissen, -0.0048
Abrisses, -0.0048
Abrutschen, -0.0048
Abrutsche, -0.0048
Abrutsches, -0.0048
Abrutschs, -0.0048
Abschaffungen, -0.058
Abschreckungen, -0.0048
Abschreibungen, -0.3345
Abschüsse, -0.0048
Abschusses, -0.0048
Abschüssen, -0.0048
Abschüsse, -0.0048
Abschusse, -0.0048
Abschusses, -0.0048
Abschüssen, -0.0048
Abschwächungen, -0.1935
Absenkungen, -0.3434
Abspaltungen, -0.0048
Absperrungen, -0.0048
Abstiegs, -0.3215
Abstiege, -0.3215
Abstiegen, -0.3215
Abstieges, -0.3215
Abstößen, -0.0048
Abstöße, -0.0048
Abstoße, -0.0048
Abstoßes, -0.0048
Abstrichen, -0.3201
Abstrichs, -0.3201
Abstriches, -0.3201
Abstriche, -0.3201
Abstumpfungen, -0.0048
Abstürzen, -0.4739
Absturze, -0.4739
Absturzes, -0.4739
Abstürze, -0.4739
Absurditäten, -0.0048
Abweichungen, -0.3462
Abweisungen, -0.0048
Abwertungen, -0.3283
Abwärtstrends, -0.1941
Abzocken, -0.0048
Achtlosigkeiten, -0.0048
Affären, -0.1794
Aggressionen, -0.4889
Aggressivitäten, -0.1958
Aggressoren, -0.3155
Aggressors, -0.3155
Agitationen, -0.0048
Alarme, -0.0048
Alarms, -0.0048
Alarmen, -0.0048
Alarmes, -0.0048
Alpträume, -0.0048
Alpträumen, -0.0048
Alptraums, -0.0048
Alptraumes, -0.0048
Alptraume, -0.0048
Albträume, -0.0048
Albträumen, -0.0048
Albtraums, -0.0048
Albtraumes, -0.0048
Albtraume, -0.0048
Amateuren, -0.0048
Amateure, -0.0048
Amateurs, -0.0048
Ambivalenzen, -0.3266
Androhungen, -0.0048
Anfälligkeiten, -0.0048
Angreifers, -0.0048
Angreifern, -0.0048
Angriffe, -0.212
Angriffen, -0.212
Angriffs, -0.212
Angriffes, -0.212
Ängste, -0.514
Ängsten, -0.514
Anklagen, -0.3468
Anmaßungen, -0.0048
Annullierungen, -0.0048
Anomalien, -0.0048
Anspannungen, -0.0048
Anstrengungen, -0.0048
Antipathien, -0.0048
Arbeitslosen, -0.3549
Arbeitsloser, -0.3549
Arbeitslosem, -0.3549
Arroganzen, -0.3289
Arschlöcher, -0.1901
Arschlochs, -0.1901
Arschlöchern, -0.1901
Arschloches, -0.1901
Arschloche, -0.1901
Attacken, -0.47
Aufhebungen, -0.0048
Auflösungen, -0.0048
Aufregungen, -0.0386
Aufruhre, -0.0048
Aufruhrs, -0.0048
Aufruhren, -0.0048
Aufruhres, -0.0048
Aufschreien, -0.0048
Aufschreis, -0.0048
Aufschreie, -0.0048
Aufschreies, -0.0048
Aufstandes, -0.0048
Aufstände, -0.0048
Aufstands, -0.0048
Aufständen, -0.0048
Aufstande, -0.0048
Ausbeuten, -0.1894
Ausbeuters, -0.0048
Ausbeutern, -0.0048
Ausbeutungen, -0.0048
Ausbruchs, -0.0048
Ausbruches, -0.0048
Ausbrüche, -0.0048
Ausbrüchen, -0.0048
Ausbruche, -0.0048
Auseinandersetzungen, -0.0603
Ausfällen, -0.2164
Ausfälle, -0.2164
Ausfalles, -0.2164
Ausfalls, -0.2164
Ausfalle, -0.2164
Ausgrenzungen, -0.626
Auslöschungen, -0.0048
Ausrottungen, -0.0048
Ausschließungen, -0.0048
Aussetzungen, -0.0048
Banalitäten, -0.0048
Bankrotte, -0.0048
Bankrotts, -0.0048
Bankrottes, -0.0048
Bankrotten, -0.0048
Barrieren, -0.0048
Bedeutungslosigkeiten, -0.0048
Bedrohungen, -0.0048
Bedrängungen, -0.0048
Bedrückungen, -0.0435
Bedürftigen, -0.0048
Beeinträchtigungen, -0.3472
Befalls, -0.0048
Befälle, -0.0048
Befällen, -0.0048
Befalles, -0.0048
Befalle, -0.0048
Befangenheiten, -0.0048
Befürchtungen, -0.4903
Begrenzungen, -0.0048
Behinderungen, -0.3578
Belastungen, -0.3711
Beleidigungen, -0.3432
Belästigungen, -0.0048
Beschneidungen, -0.3313
Beschränkungen, -0.3518
Beschuldigungen, -0.3209
Beschwerden, -0.0048
Beschwerlichkeiten, -0.0048
Beschädigungen, -0.0048
Beschäftigungslosen, -0.0048
Beschämungen, -0.0048
Beseitigungnen, -0.0048
Besorgnissen, -0.0048
Besorgnisse, -0.0048
Bestechungen, -0.0048
Besteuerungen, -0.0048
Bestrafungen, -0.0048
Betrugs, -0.4913
Betruges, -0.4913
Betruge, -0.4913
Betrügers, -0.3311
Betrügern, -0.3311
Beulen, -0.0048
Beunruhigungen, -0.324
Bevormundungen, -0.0048
Bitterkeiten, -0.0048
Blockaden, -0.0048
Blockierungen, -0.0048
Blödheiten, -0.0048
Bombardements, -0.0048
Bombardierungen, -0.0048
Bomben, -0.0048
Bosheiten, -0.3371
Bränden, -0.0048
Brände, -0.0048
Brandes, -0.0048
Brands, -0.0048
Brande, -0.0048
Bruchs, -0.3463
Brüche, -0.3463
Bruches, -0.3463
Brüchen, -0.3463
Bruche, -0.3463
Brutalitäten, -0.0048
Bußgeldes, -0.3377
Bußgelds, -0.3377
Bußgelder, -0.3377
Bußgeldern, -0.3377
Bösartigkeiten, -0.3189
Bösewichten, -0.0048
Bösewichte, -0.0048
Bösewichts, -0.0048
Bösewichtes, -0.0048
Bösewichter, -0.0048
Bürden, -0.0524
Crashs, -0.1885
Defekten, -0.0048
Defekts, -0.0048
Defektes, -0.0048
Defekte, -0.0048
Defiziten, -0.347
Defizits, -0.347
Defizite, -0.347
Defizites, -0.347
Deformationen, -0.0048
Degradierungen, -0.3137
Demütigungen, -0.0048
Denkfehlern, -0.0048
Denkfehlers, -0.0048
Depressionen, -0.4951
Desastern, -0.3413
Desasters, -0.3413
Desinteresses, -0.3348
Dezimierungen, -0.0048
Diebes, -0.1962
Diebs, -0.1962
Dieben, -0.1962
Diebe, -0.1962
Diebstahls, -0.3505
Diebstähle, -0.3505
Diebstahles, -0.3505
Diebstählen, -0.3505
Diffamierungen, -0.4591
Diktatoren, -0.0048
Diktators, -0.0048
Dilemmas, -0.3403
Dilemmata, -0.3403
Diskriminierungen, -0.0048
Dissensen, -0.0048
Dissense, -0.0048
Dissenses, -0.0048
Dominierungen, -0.0048
Doppeldeutigkeiten, -0.0048
Doppelspiele, -0.0048
Doppelspieles, -0.0048
Doppelspiels, -0.0048
Doppelspielen, -0.0048
Dreckes, -0.0048
Drecks, -0.0048
Driften, -0.0048
Drohungen, -0.0048
Drosselungen, -0.3178
Dummheiten, -0.4877
Dummköpfen, -0.0048
Dummkopfes, -0.0048
Dummköpfe, -0.0048
Dummkopfs, -0.0048
Dunkelheiten, -0.3547
Durcheinanders, -0.0048
Durcheinandern, -0.0048
Dussels, -0.3094
Dusseln, -0.3094
Dämpfern, -0.0048
Dämpfers, -0.0048
Dürren, -0.0048
Düsternissen, -0.0048
Düsternisse, -0.0048
Egoisten, -0.3179
Ehebruches, -0.4743
Ehebruchs, -0.4743
Ehebrüche, -0.4743
Ehebrüchen, -0.4743
Einbrechers, -0.0048
Einbrechern, -0.0048
Einbrüche, -0.3498
Einbruches, -0.3498
Einbrüchen, -0.3498
Einbruchs, -0.3498
Einbußen, -0.0048
Einsamkeiten, -0.339
Einschlägen, -0.0048
Einschlages, -0.0048
Einschläge, -0.0048
Einschlags, -0.0048
Einschränkungen, -0.2048
Einschüchterungen, -0.0048
Einstürzen, -0.0048
Einsturzs, -0.0048
Einsturzes, -0.0048
Einstürze, -0.0048
Ekels, -0.462
Elends, -0.2013
Elendes, -0.2013
Empörungen, -0.0048
Endes, -0.2088
Enden, -0.2088
Entbindungen, -0.0048
Entfremdungen, -0.0048
Entführungen, -0.0048
Enthauptungen, -0.0048
Entlassungen, -0.0048
Entmutigungen, -0.0048
Enttäuschungen, -0.3378
Entziehungen, -0.0048
Epidemien, -0.0048
Ermahnungen, -0.0048
Ermordungen, -0.332
Ermüdungen, -0.0048
Erniedrigungen, -0.3259
Ernüchterungen, -0.0048
Erosionen, -0.0666
Erpressungen, -0.0048
Erschöpfungen, -0.0595
Erschütterungen, -0.0048
Explosionen, -0.0048
Fahrlässigkeiten, -0.0048
Farcen, -0.3349
Faschisten, -0.0048
Fehden, -0.0048
Fehlanzeigen, -0.0048
Fehlern, -0.6752
Fehlers, -0.6752
Fehlermeldungen, -0.4765
Fehlkaufes, -0.0048
Fehlkaufs, -0.0048
Fehlkäufe, -0.0048
Fehlkäufen, -0.0048
Fehlkonstruktionen, -0.0048
Fehlleistungen, -0.0048
Fehltrittes, -0.0048
Fehltritten, -0.0048
Fehltritte, -0.0048
Fehltritts, -0.0048
Fehlverhaltens, -0.3461
Feindes, -0.8054
Feinde, -0.8054
Feinds, -0.8054
Feinden, -0.8054
Feuern, -0.0445
Feuers, -0.0445
